 TIME                    	Wind                     	Extraterrestrial         	Globalhorizontal         	globaldiffuse            	globaldirect             	incidentsolarradiation_to	tiltedradiation_direct   	titlted                  	diffuse                  	Ambienttemperature       	Slope                    	SURFACE_AI               	day                      	
 HOURS              	m/s                 	kJ/hr-m2            	kJ/hr-m2            	kJ/hr-m2            	kJ/hr-m2            	kJ/hr-m2            	kJ/hr-m2            	kJ/hr-m2            	øC                  	Degrees             	Degrees             	                    	Degrees             	
  +1.6540000000000000E+03	  +3.3500000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.8050000000000001E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +6.9000000000000000E+01	  +3.3333333333333215E-02	
  +1.6550000000000000E+03	  +2.7500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.7100000000000001E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +6.9000000000000000E+01	  +3.3333333333333215E-02	
  +1.6560000000000000E+03	  +2.2500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.6100000000000001E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +6.9000000000000000E+01	  +3.3333333333333215E-02	
  +1.6570000000000000E+03	  +1.8000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.5250000000000000E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6580000000000000E+03	  +1.8000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.4450000000000003E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6590000000000000E+03	  +2.0500000000000003E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3600000000000001E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6600000000000000E+03	  +1.9000000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2800000000000001E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6610000000000000E+03	  +1.4500000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2000000000000000E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6620000000000000E+03	  +1.2000000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.1200000000000003E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6630000000000000E+03	  +1.1500000000000001E+00	  +4.7971985271542582E+02	  +1.6200000000000000E+02	  +0.0000000000000000E+00	  +7.8292123041715996E+01	  +1.6200000000000000E+02	  +7.8292123041715996E+01	  +8.3707876958284004E+01	  +2.1350000000000001E+01	  +0.0000000000000000E+00	  +8.4403401218988762E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6640000000000000E+03	  +1.4000000000000001E+00	  +1.5551471668519446E+03	  +9.9360000000000002E+02	  +0.0000000000000000E+00	  +6.5284905965336679E+02	  +9.9360000000000002E+02	  +6.5284905965336679E+02	  +3.4075094034663323E+02	  +2.3400000000000002E+01	  +0.0000000000000000E+00	  +7.1549403498667999E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6650000000000000E+03	  +1.4000000000000001E+00	  +2.6664576494294843E+03	  +1.6380000000000000E+03	  +0.0000000000000000E+00	  +9.7280688410758466E+02	  +1.6380000000000000E+03	  +9.7280688410758466E+02	  +6.6519311589241534E+02	  +2.6200000000000003E+01	  +0.0000000000000000E+00	  +5.7137913346402421E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6660000000000000E+03	  +1.0500000000000000E+00	  +3.5911146222251150E+03	  +2.2068000000000002E+03	  +0.0000000000000000E+00	  +1.1470165578389644E+03	  +2.2068000000000002E+03	  +1.1470165578389644E+03	  +1.0597834421610357E+03	  +2.8650000000000002E+01	  +0.0000000000000000E+00	  +4.3049017061935714E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6670000000000000E+03	  +9.0000000000000002E-01	  +4.2661042406107053E+03	  +2.7144000000000001E+03	  +0.0000000000000000E+00	  +1.5313607697678494E+03	  +2.7144000000000001E+03	  +1.5313607697678494E+03	  +1.1830392302321507E+03	  +3.0850000000000001E+01	  +0.0000000000000000E+00	  +2.9759289513458743E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6680000000000000E+03	  +9.0000000000000002E-01	  +4.6454270775663717E+03	  +3.0635999999999999E+03	  +0.0000000000000000E+00	  +1.7662056110851329E+03	  +3.0635999999999999E+03	  +1.7662056110851329E+03	  +1.2973943889148670E+03	  +3.2800000000000004E+01	  +0.0000000000000000E+00	  +1.9037762418745711E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6690000000000000E+03	  +9.0000000000000002E-01	  +4.7032329086142026E+03	  +2.8332000000000003E+03	  +0.0000000000000000E+00	  +1.2438033022668399E+03	  +2.8332000000000003E+03	  +1.2438033022668399E+03	  +1.5893966977331604E+03	  +3.4250000000000000E+01	  +0.0000000000000000E+00	  +1.6850128938631631E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6700000000000000E+03	  +8.0000000000000004E-01	  +4.4355823618969489E+03	  +2.9520000000000000E+03	  +0.0000000000000000E+00	  +1.6831761835647587E+03	  +2.9520000000000000E+03	  +1.6831761835647587E+03	  +1.2688238164352413E+03	  +3.5200000000000003E+01	  +0.0000000000000000E+00	  +2.5497491620048613E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6710000000000000E+03	  +7.5000000000000000E-01	  +3.8607153798599484E+03	  +2.7540000000000000E+03	  +0.0000000000000000E+00	  +1.8723108738404055E+03	  +2.7540000000000000E+03	  +1.8723108738404055E+03	  +8.8168912615959448E+02	  +3.5899999999999999E+01	  +0.0000000000000000E+00	  +3.8221115627518017E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6720000000000000E+03	  +8.0000000000000004E-01	  +3.0178081973164121E+03	  +2.1924000000000001E+03	  +0.0000000000000000E+00	  +1.7200058029169281E+03	  +2.1924000000000001E+03	  +1.7200058029169281E+03	  +4.7239419708307196E+02	  +3.6149999999999999E+01	  +0.0000000000000000E+00	  +5.2112551395704230E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6730000000000000E+03	  +7.5000000000000000E-01	  +1.9643035457867047E+03	  +1.1988000000000000E+03	  +0.0000000000000000E+00	  +7.3392793273255347E+02	  +1.1988000000000000E+03	  +7.3392793273255347E+02	  +4.6487206726744648E+02	  +3.5550000000000004E+01	  +0.0000000000000000E+00	  +6.6437894176769149E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6740000000000000E+03	  +7.5000000000000000E-01	  +7.7199602627382262E+02	  +4.1400000000000000E+02	  +0.0000000000000000E+00	  +1.9911453608563500E+02	  +4.1400000000000000E+02	  +1.9911453608563500E+02	  +2.1488546391436500E+02	  +3.4149999999999999E+01	  +0.0000000000000000E+00	  +8.0959677244161185E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6750000000000000E+03	  +7.0000000000000007E-01	  +7.4809779831568051E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2700000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6760000000000000E+03	  +5.0000000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.1550000000000001E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6770000000000000E+03	  +3.5000000000000003E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.0450000000000003E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6780000000000000E+03	  +2.0000000000000001E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.9300000000000001E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6790000000000000E+03	  +4.0000000000000002E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.8150000000000002E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6800000000000000E+03	  +6.0000000000000009E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.7000000000000000E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.0000000000000000E+01	  +3.3333333333333215E-02	
  +1.6810000000000000E+03	  +5.5000000000000004E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.5950000000000003E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.6820000000000000E+03	  +3.5000000000000003E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.5000000000000000E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.6830000000000000E+03	  +4.0000000000000002E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.4050000000000001E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.6840000000000000E+03	  +7.0000000000000007E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3100000000000001E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.6850000000000000E+03	  +4.5000000000000001E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2100000000000001E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.6860000000000000E+03	  +2.0000000000000001E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.1100000000000001E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.6870000000000000E+03	  +4.0000000000000002E-01	  +4.8597075630916027E+02	  +6.4799999999999997E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.4799999999999997E+01	  +0.0000000000000000E+00	  +6.4799999999999997E+01	  +2.0850000000000001E+01	  +0.0000000000000000E+00	  +8.4327117876891748E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.6880000000000000E+03	  +4.0000000000000002E-01	  +1.5673018641979031E+03	  +6.5880000000000007E+02	  +0.0000000000000000E+00	  +1.3786149524743820E+02	  +6.5879999999999995E+02	  +1.3786149524743820E+02	  +5.2093850475256181E+02	  +2.2150000000000002E+01	  +0.0000000000000000E+00	  +7.1390053784929279E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.6890000000000000E+03	  +4.0000000000000002E-01	  +2.6778786318475295E+03	  +1.4184000000000001E+03	  +0.0000000000000000E+00	  +5.8491776995652810E+02	  +1.4184000000000001E+03	  +5.8491776995652810E+02	  +8.3348223004347199E+02	  +2.4450000000000003E+01	  +0.0000000000000000E+00	  +5.6959934471511787E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.6900000000000000E+03	  +5.0000000000000000E-01	  +3.6015088293747799E+03	  +2.0340000000000000E+03	  +0.0000000000000000E+00	  +8.1040622039527534E+02	  +2.0340000000000000E+03	  +8.1040622039527534E+02	  +1.2235937796047247E+03	  +2.6900000000000002E+01	  +0.0000000000000000E+00	  +4.2839053676749309E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.6910000000000000E+03	  +6.5000000000000002E-01	  +4.2752485851892416E+03	  +2.9772000000000003E+03	  +0.0000000000000000E+00	  +1.8268643035971797E+03	  +2.9772000000000003E+03	  +1.8268643035971797E+03	  +1.1503356964028205E+03	  +2.9500000000000000E+01	  +0.0000000000000000E+00	  +2.9491030504166471E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.6920000000000000E+03	  +9.5000000000000007E-01	  +4.6531836483397528E+03	  +2.8512000000000003E+03	  +0.0000000000000000E+00	  +1.3096530008945635E+03	  +2.8512000000000003E+03	  +1.3096530008945635E+03	  +1.5415469991054367E+03	  +3.1750000000000000E+01	  +0.0000000000000000E+00	  +1.8670307444551771E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.6930000000000000E+03	  +1.0000000000000000E+00	  +4.7095583688398228E+03	  +3.0564000000000001E+03	  +0.0000000000000000E+00	  +1.7293883382832066E+03	  +3.0564000000000001E+03	  +1.7293883382832066E+03	  +1.3270116617167935E+03	  +3.3300000000000004E+01	  +0.0000000000000000E+00	  +1.6493168491003942E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.6940000000000000E+03	  +1.2500000000000000E+00	  +4.4405309026510067E+03	  +2.8080000000000000E+03	  +0.0000000000000000E+00	  +1.4515948329870723E+03	  +2.8080000000000000E+03	  +1.4515948329870723E+03	  +1.3564051670129277E+03	  +3.4399999999999999E+01	  +0.0000000000000000E+00	  +2.5300009080627724E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.6950000000000000E+03	  +1.9000000000000001E+00	  +3.8644350270051636E+03	  +2.7144000000000001E+03	  +0.0000000000000000E+00	  +1.7731224144348341E+03	  +2.7144000000000001E+03	  +1.7731224144348341E+03	  +9.4127758556516596E+02	  +3.5100000000000001E+01	  +0.0000000000000000E+00	  +3.8112950535319406E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.6960000000000000E+03	  +1.9500000000000002E+00	  +3.0205307237841089E+03	  +2.1024000000000001E+03	  +0.0000000000000000E+00	  +1.5231964788807011E+03	  +2.1024000000000001E+03	  +1.5231964788807011E+03	  +5.7920352111929901E+02	  +3.5399999999999999E+01	  +0.0000000000000000E+00	  +5.2049121784914561E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.6970000000000000E+03	  +2.0500000000000003E+00	  +1.9663286766345529E+03	  +1.1088000000000000E+03	  +0.0000000000000000E+00	  +5.7652043859649757E+02	  +1.1088000000000000E+03	  +5.7652043859649757E+02	  +5.3227956140350238E+02	  +3.4800000000000004E+01	  +0.0000000000000000E+00	  +6.6399225739490603E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.6980000000000000E+03	  +2.4000000000000004E+00	  +7.7367101291849019E+02	  +4.0319999999999999E+02	  +0.0000000000000000E+00	  +1.8660114540675866E+02	  +4.0319999999999999E+02	  +1.8660114540675866E+02	  +2.1659885459324133E+02	  +3.3399999999999999E+01	  +0.0000000000000000E+00	  +8.0935334679271932E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.6990000000000000E+03	  +2.2000000000000002E+00	  +7.5620961275917566E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2100000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.7000000000000000E+03	  +1.6000000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.1150000000000002E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.7010000000000000E+03	  +1.2500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.0200000000000003E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.7020000000000000E+03	  +1.3000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.9250000000000000E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.7030000000000000E+03	  +1.6000000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.8300000000000001E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.7040000000000000E+03	  +1.8000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.7350000000000001E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.1000000000000000E+01	  +3.3333333333333215E-02	
  +1.7050000000000000E+03	  +1.4500000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.6500000000000000E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.2000000000000000E+01	  +3.3333333333333215E-02	
  +1.7060000000000000E+03	  +9.5000000000000007E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.5750000000000000E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.2000000000000000E+01	  +3.3333333333333215E-02	
  +1.7070000000000000E+03	  +1.2000000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.5050000000000001E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.2000000000000000E+01	  +3.3333333333333215E-02	
  +1.7080000000000000E+03	  +1.5500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.4300000000000001E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.2000000000000000E+01	  +3.3333333333333215E-02	
  +1.7090000000000000E+03	  +1.1500000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3550000000000001E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.2000000000000000E+01	  +3.3333333333333215E-02	
  +1.7100000000000000E+03	  +9.0000000000000002E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2850000000000001E+01	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +7.2000000000000000E+01	  +3.3333333333333215E-02	
  +1.7110000000000000E+03	  +1.0000000000000000E+00	  +4.9226576652795097E+02	  +1.1520000000000000E+02	  +0.0000000000000000E+00	  +2.2000526789786491E+01	  +1.1520000000000000E+02	  +2.2000526789786491E+01	  +9.3199473210213512E+01	  +2.2900000000000002E+01	  +0.0000000000000000E+00	  +8.4250202320296850E+01	  +7.2000000000000000E+01	  +3.3333333333333215E-02	
  +1.7120000000000000E+03	  +1.2000000000000002E+00	  +1.5795063739005793E+03	  +5.0760000000000002E+02	  +0.0000000000000000E+00	  +2.3167785788225899E+01	  +5.0760000000000002E+02	  +2.3167785788225899E+01	  +4.8443221421177412E+02	  +2.4000000000000000E+01	  +0.0000000000000000E+00	  +7.1229708568335710E+01	  +7.2000000000000000E+01	  +3.3333333333333215E-02	
  +1.7130000000000000E+03	  +1.6000000000000001E+00	  +2.6892761950320883E+03	  +9.6120000000000005E+02	  +0.0000000000000000E+00	  +7.2971190895720085E+01	  +9.6120000000000005E+02	  +7.2971190895720085E+01	  +8.8822880910428000E+02	  +2.5500000000000000E+01	  +0.0000000000000000E+00	  +5.6781610324479502E+01	  +7.2000000000000000E+01	  +3.3333333333333215E-02	
  +1.7140000000000000E+03	  +1.9500000000000002E+00	  +3.6118085174918547E+03	  +1.2996000000000001E+03	  +0.0000000000000000E+00	  +8.2109585901869750E+01	  +1.2996000000000001E+03	  +8.2109585901869750E+01	  +1.2174904140981305E+03	  +2.6950000000000003E+01	  +0.0000000000000000E+00	  +4.2629458324386746E+01	  +7.2000000000000000E+01	  +3.3333333333333215E-02	
  +1.7150000000000000E+03	  +2.0000000000000000E+00	  +4.2842342880609840E+03	  +1.8576000000000001E+03	  +0.0000000000000000E+00	  +3.5816436902146160E+02	  +1.8576000000000001E+03	  +3.5816436902146160E+02	  +1.4994356309785385E+03	  +2.8450000000000003E+01	  +0.0000000000000000E+00	  +2.9223700636913048E+01	  +7.2000000000000000E+01	  +3.3333333333333215E-02	
  +1.7160000000000000E+03	  +1.9500000000000002E+00	  +4.6607288017113224E+03	  +3.5352000000000003E+03	  +0.0000000000000000E+00	  +2.4506198296813077E+03	  +3.5352000000000003E+03	  +2.4506198296813077E+03	  +1.0845801703186926E+03	  +3.0800000000000001E+01	  +0.0000000000000000E+00	  +1.8302630563125735E+01	  +7.2000000000000000E+01	  +3.3333333333333215E-02	
  +1.7170000000000000E+03	  +2.3000000000000003E+00	  +4.7156345795242005E+03	  +3.9600000000000000E+03	  +0.0000000000000000E+00	  +3.2160727685505244E+03	  +3.9600000000000000E+03	  +3.2160727685505244E+03	  +7.4392723144947558E+02	  +3.3600000000000001E+01	  +0.0000000000000000E+00	  +1.6137960666443092E+01	  +7.2000000000000000E+01	  +3.3333333333333215E-02	
  +1.7180000000000000E+03	  +2.8000000000000003E+00	  +4.4452098834777571E+03	  +3.2184000000000001E+03	  +0.0000000000000000E+00	  +1.9298239116255488E+03	  +3.2184000000000001E+03	  +1.9298239116255488E+03	  +1.2885760883744513E+03	  +3.5550000000000004E+01	  +0.0000000000000000E+00	  +2.5107877357719691E+01	  +7.2000000000000000E+01	  +3.3333333333333215E-02	
  +1.7190000000000000E+03	  +3.1000000000000001E+00	  +3.8678837097096184E+03	  +1.7820000000000000E+03	  +0.0000000000000000E+00	  +4.0845294162722450E+02	  +1.7820000000000000E+03	  +4.0845294162722450E+02	  +1.3735470583727756E+03	  +3.6149999999999999E+01	  +0.0000000000000000E+00	  +3.8009304161355061E+01	  +7.2000000000000000E+01	  +3.3333333333333215E-02	
  +1.7200000000000000E+03	  +3.3000000000000003E+00	  +3.0229998828854682E+03	  +1.3248000000000000E+03	  +0.0000000000000000E+00	  +2.8598231768693751E+02	  +1.3248000000000000E+03	  +2.8598231768693751E+02	  +1.0388176823130625E+03	  +3.5750000000000000E+01	  +0.0000000000000000E+00	  +5.1989176000799070E+01	  +7.2000000000000000E+01	  +3.3333333333333215E-02	
  +1.7210000000000000E+03	  +3.4000000000000004E+00	  +1.9681358395668353E+03	  +1.0800000000000000E+03	  +0.0000000000000000E+00	  +4.8930415072593411E+02	  +1.0800000000000000E+03	  +4.8930415072593411E+02	  +5.9069584927406595E+02	  +3.5000000000000000E+01	  +0.0000000000000000E+00	  +6.6363199460928925E+01	  +7.2000000000000000E+01	  +3.3333333333333215E-02	
  +1.7220000000000000E+03	  +3.4000000000000004E+00	  +7.7517882106062768E+02	  +1.9800000000000000E+02	  +0.0000000000000000E+00	  +6.8228163801590158E+00	  +1.9800000000000000E+02	  +6.8228163801590158E+00	  +1.9117718361984097E+02	  +3.3800000000000004E+01	  +0.0000000000000000E+00	  +8.0912910744208716E+01	  +7.2000000000000000E+01	  +3.3333333333333215E-02	
