 TIME                    	Outlet                   	temperature              	mass_flow                	Useful_energy            	
 HOURS              	øC                  	kg/hr               	kJ/hr               	øC                  	
  +0.0000000000000000E+00	  +2.0000000000000000E+01	  +2.8800000430000000E+03	  +0.0000000000000000E+00	  +2.0000000000000000E+01	
  +1.0000000000000000E+00	  +1.1350000000000005E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.5029925624642733E+01	
  +2.0000000000000000E+00	  +1.2600000000000005E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.5089617719247659E+01	
  +3.0000000000000000E+00	  +1.2400000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.5149071795919678E+01	
  +4.0000000000000000E+00	  +1.2150000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.5208288803738171E+01	
  +5.0000000000000000E+00	  +1.1900000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.5267269687998137E+01	
  +6.0000000000000000E+00	  +1.1700000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.5326015390225278E+01	
  +7.0000000000000000E+00	  +1.1500000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.5384526848191031E+01	
  +8.0000000000000000E+00	  +1.1300000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.5442804995927538E+01	
  +9.0000000000000000E+00	  +1.7626854888729401E+01	  +2.0000000000000000E+02	  +1.3359942617475238E+03	  +1.6032589659913739E+01	
  +1.0000000000000000E+01	  +2.4594854218368095E+01	  +2.0000000000000000E+02	  +5.7836502340303050E+03	  +1.7693123628833124E+01	
  +1.1000000000000000E+01	  +3.3814709554542034E+01	  +2.0000000000000000E+02	  +1.1480591174026134E+04	  +2.0114720086730415E+01	
  +1.2000000000000000E+01	  +3.7007425761932751E+01	  +2.0000000000000000E+02	  +1.1775293893693857E+04	  +2.2955762404302849E+01	
  +1.3000000000000000E+01	  +4.3565213908111815E+01	  +2.0000000000000000E+02	  +1.4705387247679619E+04	  +2.6017019101811556E+01	
  +1.4000000000000000E+01	  +4.1244237646205804E+01	  +2.0000000000000000E+02	  +1.0246531582032909E+04	  +2.9016872989841954E+01	
  +1.5000000000000000E+01	  +3.9232588742939456E+01	  +2.0000000000000000E+02	  +6.2794232889022978E+03	  +3.1739243529452228E+01	
  +1.6000000000000000E+01	  +2.7438296342644598E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2869868269383183E+01	
  +1.7000000000000000E+01	  +2.3832225621950617E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2869868269383183E+01	
  +1.8000000000000000E+01	  +1.4800000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2858424876121113E+01	
  +1.9000000000000000E+01	  +1.4600000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2847027112566415E+01	
  +2.0000000000000000E+01	  +1.4350000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2835650993100373E+01	
  +2.1000000000000000E+01	  +1.4099999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2824296590184559E+01	
  +2.2000000000000000E+01	  +1.3900000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2812987652125273E+01	
  +2.3000000000000000E+01	  +1.3699999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2801723996873925E+01	
  +2.4000000000000000E+01	  +1.3450000000000005E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2790528867813244E+01	
  +2.5000000000000000E+01	  +1.3150000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2779401834707151E+01	
  +2.6000000000000000E+01	  +1.2850000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2768319169845071E+01	
  +2.7000000000000000E+01	  +1.2550000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2757280696311831E+01	
  +2.8000000000000000E+01	  +1.2200000000000005E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2746286237897678E+01	
  +2.9000000000000000E+01	  +1.1850000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2735335619095501E+01	
  +3.0000000000000000E+01	  +1.1550000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2724428665097996E+01	
  +3.1000000000000000E+01	  +1.1249999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2713565201794893E+01	
  +3.2000000000000000E+01	  +1.0900000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2702745055770187E+01	
  +3.3000000000000000E+01	  +2.3462105115112962E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.2691922859857371E+01	
  +3.4000000000000000E+01	  +3.5975994398511240E+01	  +2.0000000000000000E+02	  +1.9953526108838907E+03	  +3.3594905364043591E+01	
  +3.5000000000000000E+01	  +3.7996741075921079E+01	  +2.0000000000000000E+02	  +2.5531658197788856E+03	  +3.4950003820815013E+01	
  +3.6000000000000000E+01	  +3.9228512492272039E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.5428978877401470E+01	
  +3.7000000000000000E+01	  +5.1611783661490179E+01	  +2.0000000000000000E+02	  +1.3083271283848047E+04	  +3.5999288096039045E+01	
  +3.8000000000000000E+01	  +4.9394058714373706E+01	  +2.0000000000000000E+02	  +1.0303495299233897E+04	  +3.7098718261827287E+01	
  +3.9000000000000000E+01	  +4.6127133145219595E+01	  +2.0000000000000000E+02	  +6.5027681601796648E+03	  +3.8367266605625723E+01	
  +4.0000000000000000E+01	  +4.4009387910915898E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8964867231623678E+01	
  +4.1000000000000000E+01	  +3.0370014950110964E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8964867231623678E+01	
  +4.2000000000000000E+01	  +1.4000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8929120468481898E+01	
  +4.3000000000000000E+01	  +1.3800000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8893516242986479E+01	
  +4.4000000000000000E+01	  +1.3600000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8857979629089535E+01	
  +4.5000000000000000E+01	  +1.3400000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8822510853145850E+01	
  +4.6000000000000000E+01	  +1.3200000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8787184099889018E+01	
  +4.7000000000000000E+01	  +1.3000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8751998800637331E+01	
  +4.8000000000000000E+01	  +1.2800000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8717027562848983E+01	
  +4.9000000000000000E+01	  +1.2600000000000005E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8682269042556534E+01	
  +5.0000000000000000E+01	  +1.2449999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8647649119363180E+01	
  +5.1000000000000000E+01	  +1.2300000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8613167240622957E+01	
  +5.2000000000000000E+01	  +1.2150000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8578822855893534E+01	
  +5.3000000000000000E+01	  +1.2000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8544615416927442E+01	
  +5.4000000000000000E+01	  +1.1850000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8510544377663294E+01	
  +5.5000000000000000E+01	  +1.1750000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8476609194217097E+01	
  +5.6000000000000000E+01	  +1.1600000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8442809324873551E+01	
  +5.7000000000000000E+01	  +2.9761178291580620E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.8409003052109050E+01	
  +5.8000000000000000E+01	  +4.3073091447324764E+01	  +2.0000000000000000E+02	  +3.2546155367530960E+03	  +3.9189302023991715E+01	
  +5.9000000000000000E+01	  +5.1972299177597158E+01	  +2.0000000000000000E+02	  +9.5551475674563444E+03	  +4.0569975111420135E+01	
  +6.0000000000000000E+01	  +5.5980692960243758E+01	  +2.0000000000000000E+02	  +1.1880203349762338E+04	  +4.1803839320909219E+01	
  +6.1000000000000000E+01	  +4.8336473295471031E+01	  +2.0000000000000000E+02	  +4.4746454039667578E+03	  +4.2996800975701632E+01	
  +6.2000000000000000E+01	  +5.2572416955044943E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3508077720669561E+01	
  +6.3000000000000000E+01	  +2.0277598190906950E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3454215232547241E+01	
  +6.4000000000000000E+01	  +4.8712127064510675E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3400567517221361E+01	
  +6.5000000000000000E+01	  +3.1833524823912768E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3347133718300867E+01	
  +6.6000000000000000E+01	  +1.3850000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3293912982809474E+01	
  +6.7000000000000000E+01	  +1.3699999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3240904461172079E+01	
  +6.8000000000000000E+01	  +1.3500000000000004E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3187775045006063E+01	
  +6.9000000000000000E+01	  +1.3299999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3134969071425942E+01	
  +7.0000000000000000E+01	  +1.3150000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3082374541462059E+01	
  +7.1000000000000000E+01	  +1.3000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3029990608460153E+01	
  +7.2000000000000000E+01	  +1.2800000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2978143401504383E+01	
  +7.3000000000000000E+01	  +1.2499999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2926393988355564E+01	
  +7.4000000000000000E+01	  +1.2100000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2874850922268756E+01	
  +7.5000000000000000E+01	  +1.1750000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2823513380449889E+01	
  +7.6000000000000000E+01	  +1.1400000000000004E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2772380543385736E+01	
  +7.7000000000000000E+01	  +1.1000000000000004E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2721451594830818E+01	
  +7.8000000000000000E+01	  +1.0600000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2670725721794369E+01	
  +7.9000000000000000E+01	  +1.0200000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2620202114527359E+01	
  +8.0000000000000000E+01	  +9.8500000000000014E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2569879966509589E+01	
  +8.1000000000000000E+01	  +2.4751054098799020E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2519127635152302E+01	
  +8.2000000000000000E+01	  +4.2418270175494392E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.2468789555982077E+01	
  +8.3000000000000000E+01	  +4.4963821699122811E+01	  +2.0000000000000000E+02	  +1.6210215568609281E+03	  +4.3029428433178985E+01	
  +8.4000000000000000E+01	  +5.3672728702685582E+01	  +2.0000000000000000E+02	  +8.0782020954179425E+03	  +4.4032869400277534E+01	
  +8.5000000000000000E+01	  +5.6311562222627828E+01	  +2.0000000000000000E+02	  +9.5277227156738900E+03	  +4.4941964709890485E+01	
  +8.6000000000000000E+01	  +5.2769902390923733E+01	  +2.0000000000000000E+02	  +5.7535672782609663E+03	  +4.5904070316626637E+01	
  +8.7000000000000000E+01	  +5.8540524187829888E+01	  +2.0000000000000000E+02	  +9.7668134929705902E+03	  +4.6885615485001018E+01	
  +8.8000000000000000E+01	  +5.1750481504811219E+01	  +2.0000000000000000E+02	  +3.2810843693371057E+03	  +4.7835106362404169E+01	
  +8.9000000000000000E+01	  +3.4723771419057542E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.8236790571923265E+01	
  +9.0000000000000000E+01	  +1.4549999999999997E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.8164072681496386E+01	
  +9.1000000000000000E+01	  +1.4049999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.8091644748426162E+01	
  +9.2000000000000000E+01	  +1.3550000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.8019051631710795E+01	
  +9.3000000000000000E+01	  +1.3000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7946900449183360E+01	
  +9.4000000000000000E+01	  +1.2449999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7875038171602014E+01	
  +9.5000000000000000E+01	  +1.1950000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7803463642144848E+01	
  +9.6000000000000000E+01	  +1.1400000000000004E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7732622465683477E+01	
  +9.7000000000000000E+01	  +1.0850000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7661914909309715E+01	
  +9.8000000000000000E+01	  +1.0300000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7591489294230200E+01	
  +9.9000000000000000E+01	  +9.7000000000000046E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7521344496224295E+01	
  +1.0000000000000000E+02	  +9.0999999999999996E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7451479395554138E+01	
  +1.0100000000000000E+02	  +8.5000000000000036E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7381892876946708E+01	
  +1.0200000000000000E+02	  +7.8999999999999986E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7312583829576084E+01	
  +1.0300000000000000E+02	  +7.3000000000000025E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7243551147045672E+01	
  +1.0400000000000000E+02	  +6.6999999999999984E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7174793727370535E+01	
  +1.0500000000000000E+02	  +2.7033196765435786E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7105448528803244E+01	
  +1.0600000000000000E+02	  +5.4918475397587166E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.7036669341676223E+01	
  +1.0700000000000000E+02	  +5.7108769436515225E+01	  +2.0000000000000000E+02	  +7.9445930698778093E+03	  +4.7628348112078697E+01	
  +1.0800000000000000E+02	  +6.5433932922840398E+01	  +2.0000000000000000E+02	  +1.4073925613823058E+04	  +4.8639272285820034E+01	
  +1.0900000000000000E+02	  +6.5815055081564822E+01	  +2.0000000000000000E+02	  +1.3666505917883658E+04	  +4.9506575465951869E+01	
  +1.1000000000000000E+02	  +6.7144465973043452E+01	  +2.0000000000000000E+02	  +1.4077687972466403E+04	  +5.0345315647904542E+01	
  +1.1100000000000000E+02	  +6.1174206284857220E+01	  +2.0000000000000000E+02	  +8.3111847833501761E+03	  +5.1256324681814050E+01	
  +1.1200000000000000E+02	  +6.2513862046607095E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.1639480326321035E+01	
  +1.1300000000000000E+02	  +3.3664910422716488E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.1553194455292470E+01	
  +1.1400000000000000E+02	  +1.3100000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.1467252642967111E+01	
  +1.1500000000000000E+02	  +1.2550000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.1381653517435623E+01	
  +1.1600000000000000E+02	  +1.2000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.1295859169218943E+01	
  +1.1700000000000000E+02	  +1.1450000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.1210587121976857E+01	
  +1.1800000000000000E+02	  +1.0900000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.1125656517734697E+01	
  +1.1900000000000000E+02	  +1.0350000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.1041065989299753E+01	
  +1.2000000000000000E+02	  +9.8000000000000025E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.0957342175852872E+01	
  +1.2100000000000000E+02	  +9.2499999999999964E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.0873776281625375E+01	
  +1.2200000000000000E+02	  +8.7499999999999982E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.0790543600389270E+01	
  +1.2300000000000000E+02	  +8.2500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.0707642803481733E+01	
  +1.2400000000000000E+02	  +7.7000000000000028E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.0625072567537863E+01	
  +1.2500000000000000E+02	  +7.1499999999999968E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.0542831574469602E+01	
  +1.2600000000000000E+02	  +6.6499999999999995E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.0460918511444689E+01	
  +1.2700000000000000E+02	  +6.1500000000000012E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.0379332070865644E+01	
  +1.2800000000000000E+02	  +5.6000000000000041E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.0298070950348986E+01	
  +1.2900000000000000E+02	  +2.7189142804867203E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.0216115161946021E+01	
  +1.3000000000000000E+02	  +4.7793056834457197E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.0134828315514390E+01	
  +1.3100000000000000E+02	  +5.8616589785548697E+01	  +2.0000000000000000E+02	  +6.4886840553342154E+03	  +5.0873530053646292E+01	
  +1.3200000000000000E+02	  +6.4107884364904663E+01	  +2.0000000000000000E+02	  +9.9480717793240437E+03	  +5.2236676991009617E+01	
  +1.3300000000000000E+02	  +6.6986359189012845E+01	  +2.0000000000000000E+02	  +1.1286985490887813E+04	  +5.3517402755972498E+01	
  +1.3400000000000000E+02	  +6.7301049986632364E+01	  +2.0000000000000000E+02	  +1.0536608864228892E+04	  +5.4727531055571632E+01	
  +1.3500000000000000E+02	  +6.2355424223367777E+01	  +2.0000000000000000E+02	  +5.4291981026693666E+03	  +5.5876667537604810E+01	
  +1.3600000000000000E+02	  +5.5793476955654675E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.6328172908084774E+01	
  +1.3700000000000000E+02	  +2.6768151457541972E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.6223191212697117E+01	
  +1.3800000000000000E+02	  +1.0450000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.6118628124267303E+01	
  +1.3900000000000000E+02	  +1.0200000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.6014481973630190E+01	
  +1.4000000000000000E+02	  +9.9499999999999993E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5910098300809850E+01	
  +1.4100000000000000E+02	  +9.7000000000000046E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5806350097518418E+01	
  +1.4200000000000000E+02	  +9.4500000000000011E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5703017318729096E+01	
  +1.4300000000000000E+02	  +9.1999999999999975E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5600098301015322E+01	
  +1.4400000000000000E+02	  +8.9500000000000028E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5498233792084740E+01	
  +1.4500000000000000E+02	  +8.7499999999999982E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5396561419215232E+01	
  +1.4600000000000000E+02	  +8.6000000000000014E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5295294457618084E+01	
  +1.4700000000000000E+02	  +8.4499999999999957E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5194431290745037E+01	
  +1.4800000000000000E+02	  +8.3499999999999979E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5093970308493660E+01	
  +1.4900000000000000E+02	  +8.2500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.4993909907181717E+01	
  +1.5000000000000000E+02	  +8.1000000000000032E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.4894248489521530E+01	
  +1.5100000000000000E+02	  +7.9499999999999975E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.4794984464594492E+01	
  +1.5200000000000000E+02	  +7.8499999999999996E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.4696116247825671E+01	
  +1.5300000000000000E+02	  +2.1300192535477191E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.4596402847348713E+01	
  +1.5400000000000000E+02	  +4.0935325318071094E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.4497503330552021E+01	
  +1.5500000000000000E+02	  +5.7971259592254455E+01	  +2.0000000000000000E+02	  +2.3809885011112010E+03	  +5.5129984531262565E+01	
  +1.5600000000000000E+02	  +6.4274683148249380E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5685972962802090E+01	
  +1.5700000000000000E+02	  +6.8643764518065012E+01	  +2.0000000000000000E+02	  +1.0446519514422102E+04	  +5.6177750777704503E+01	
  +1.5800000000000000E+02	  +6.6471594729534601E+01	  +2.0000000000000000E+02	  +7.8440891116993625E+03	  +5.7111106529416034E+01	
  +1.5900000000000000E+02	  +6.2859465378940897E+01	  +2.0000000000000000E+02	  +4.0844359709662917E+03	  +5.7985436773969184E+01	
  +1.6000000000000000E+02	  +4.7315349815002335E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.8310122328100995E+01	
  +1.6100000000000000E+02	  +3.2035309149371848E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.8197237751985071E+01	
  +1.6200000000000000E+02	  +1.2049999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.8084803294995346E+01	
  +1.6300000000000000E+02	  +1.1700000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.7972817162314179E+01	
  +1.6400000000000000E+02	  +1.1300000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.7860575627099529E+01	
  +1.6500000000000000E+02	  +1.0950000000000005E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.7749017398704609E+01	
  +1.6600000000000000E+02	  +1.0600000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.7637905867409167E+01	
  +1.6700000000000000E+02	  +1.0200000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.7527239244566147E+01	
  +1.6800000000000000E+02	  +9.8500000000000014E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.7417706512508204E+01	
  +1.6900000000000000E+02	  +9.4500000000000011E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.7308380380255379E+01	
  +1.7000000000000000E+02	  +8.9000000000000039E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.7199490178089860E+01	
  +1.7100000000000000E+02	  +8.3499999999999979E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.7091034167771767E+01	
  +1.7200000000000000E+02	  +7.8499999999999996E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.6983010617992356E+01	
  +1.7300000000000000E+02	  +7.3000000000000025E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.6875417804346327E+01	
  +1.7400000000000000E+02	  +6.7499999999999973E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.6768254009304343E+01	
  +1.7500000000000000E+02	  +6.2499999999999991E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.6661517522185584E+01	
  +1.7600000000000000E+02	  +5.7000000000000020E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.6555206639130446E+01	
  +1.7700000000000000E+02	  +2.3375865770470948E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.6447986948075211E+01	
  +1.7800000000000000E+02	  +4.7619629879574255E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.6341642408768237E+01	
  +1.7900000000000000E+02	  +6.1827727421222249E+01	  +2.0000000000000000E+02	  +4.0659068023671157E+03	  +5.6975809995963161E+01	
  +1.8000000000000000E+02	  +6.2673730059831286E+01	  +2.0000000000000000E+02	  +3.8661441504267882E+03	  +5.8060192887484284E+01	
  +1.8100000000000000E+02	  +6.6319504866231810E+01	  +2.0000000000000000E+02	  +6.2038846328615264E+03	  +5.8916301247065306E+01	
  +1.8200000000000000E+02	  +6.4463501641795332E+01	  +2.0000000000000000E+02	  +4.0663451392548413E+03	  +5.9611061141491227E+01	
  +1.8300000000000000E+02	  +6.2936170570521121E+01	  +2.0000000000000000E+02	  +2.2980078750881048E+03	  +6.0193917736287105E+01	
  +1.8400000000000000E+02	  +6.1202857110127425E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.0371602334730866E+01	
  +1.8500000000000000E+02	  +3.2989284389397220E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.0250497755394079E+01	
  +1.8600000000000000E+02	  +1.0200000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.0129876071854980E+01	
  +1.8700000000000000E+02	  +9.7500000000000036E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.0009735358601318E+01	
  +1.8800000000000000E+02	  +9.3000000000000043E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.9889320644970937E+01	
  +1.8900000000000000E+02	  +8.8499999999999961E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.9769638995039863E+01	
  +1.9000000000000000E+02	  +8.3999999999999968E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.9650436569695401E+01	
  +1.9100000000000000E+02	  +7.9499999999999975E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.9531711450045194E+01	
  +1.9200000000000000E+02	  +7.4999999999999982E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.9414202788579658E+01	
  +1.9300000000000000E+02	  +7.0999999999999979E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.9296915771056568E+01	
  +1.9400000000000000E+02	  +6.7499999999999973E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.9180096427078070E+01	
  +1.9500000000000000E+02	  +6.4000000000000048E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.9063742891829548E+01	
