 TIME                    	Outlet                   	temperature              	mass_flow                	Useful_energy            	
 HOURS              	øC                  	kg/hr               	kJ/hr               	øC                  	
  +3.5910000000000000E+03	  +1.2287681351590936E+02	  +2.0000000000000000E+02	  +2.3572189177171200E+04	  +9.4747709485872136E+01	
  +3.5920000000000000E+03	  +1.7069107068442943E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4925796404008437E+01	
  +3.5930000000000000E+03	  +1.0137202570082823E+02	  +2.0000000000000000E+02	  +5.1848835090616094E+03	  +9.5184813876172370E+01	
  +3.5940000000000000E+03	  +7.1266912073300517E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5359234199346758E+01	
  +3.5950000000000000E+03	  +5.1031000974306600E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5098618955006003E+01	
  +3.5960000000000000E+03	  +2.7276194102451637E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4837634724934276E+01	
  +3.5970000000000000E+03	  +2.2750000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4578159620589659E+01	
  +3.5980000000000000E+03	  +2.1900000000000006E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4319720188268633E+01	
  +3.5990000000000000E+03	  +2.1050000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4062312211726550E+01	
  +3.6000000000000000E+03	  +2.0199999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3807334329914852E+01	
  +3.6010000000000000E+03	  +1.9350000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3552907174657747E+01	
  +3.6020000000000000E+03	  +1.8500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3299494529378407E+01	
  +3.6030000000000000E+03	  +1.7650000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3047092348791267E+01	
  +3.6040000000000000E+03	  +1.6750000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2795696603741078E+01	
  +3.6050000000000000E+03	  +1.5900000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2545303281138530E+01	
  +3.6060000000000000E+03	  +2.0457194513959717E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2295908383896247E+01	
  +3.6070000000000000E+03	  +5.3092602799437813E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2047507930864924E+01	
  +3.6080000000000000E+03	  +9.7678663763965716E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.1800097956769804E+01	
  +3.6090000000000000E+03	  +1.0455905710774007E+02	  +2.0000000000000000E+02	  +1.0116069394734193E+04	  +9.2487375252448672E+01	
  +3.6100000000000000E+03	  +1.3445617641184731E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3013410426127621E+01	
  +3.6110000000000000E+03	  +1.2064959001751882E+02	  +2.0000000000000000E+02	  +2.2766093003906975E+04	  +9.3482414595195451E+01	
  +3.6120000000000000E+03	  +1.7331432151941380E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3828160695266689E+01	
  +3.6130000000000000E+03	  +1.2928842988540430E+02	  +2.0000000000000000E+02	  +2.9423747311204563E+04	  +9.4176559585637506E+01	
  +3.6140000000000000E+03	  +1.8843844553308341E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4424588347968040E+01	
  +3.6150000000000000E+03	  +1.2050223693784739E+02	  +2.0000000000000000E+02	  +2.1589334758495206E+04	  +9.4739307631767176E+01	
  +3.6160000000000000E+03	  +1.6019623247347565E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4959292661116649E+01	
  +3.6170000000000000E+03	  +1.0730236529814684E+02	  +2.0000000000000000E+02	  +1.0075317668356702E+04	  +9.5279313187935969E+01	
  +3.6180000000000000E+03	  +8.8695157911497375E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5503424222904599E+01	
  +3.6190000000000000E+03	  +5.9738645222453627E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5242234031218132E+01	
  +3.6200000000000000E+03	  +2.8533544052628670E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4980675701090249E+01	
  +3.6210000000000000E+03	  +2.3050000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4720629689970949E+01	
  +3.6220000000000000E+03	  +2.2200000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4461621885493315E+01	
  +3.6230000000000000E+03	  +2.1350000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4203648136733165E+01	
  +3.6240000000000000E+03	  +2.0450000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3948106739783640E+01	
  +3.6250000000000000E+03	  +1.9700000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3693118264669522E+01	
  +3.6260000000000000E+03	  +1.9049999999999997E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3439146537755732E+01	
  +3.6270000000000000E+03	  +1.8400000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3186187504831935E+01	
  +3.6280000000000000E+03	  +1.7750000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2934237127853734E+01	
  +3.6290000000000000E+03	  +1.7049999999999997E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2683291384878089E+01	
  +3.6300000000000000E+03	  +2.8090423112573035E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2433346269999191E+01	
  +3.6310000000000000E+03	  +5.0128232643835844E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2184397793284475E+01	
  +3.6320000000000000E+03	  +9.1144495807795792E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.1936441980710981E+01	
  +3.6330000000000000E+03	  +1.0728879075387583E+02	  +2.0000000000000000E+02	  +1.2248366261236437E+04	  +9.2672601897985089E+01	
  +3.6340000000000000E+03	  +1.5996744478899663E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3238414339595693E+01	
  +3.6350000000000000E+03	  +1.2852749838939974E+02	  +2.0000000000000000E+02	  +2.9153988811813251E+04	  +9.3737535606806361E+01	
  +3.6360000000000000E+03	  +1.9686991053838608E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4107737249398184E+01	
  +3.6370000000000000E+03	  +1.3265620866641501E+02	  +2.0000000000000000E+02	  +3.1995990689057962E+04	  +9.4474835529114344E+01	
  +3.6380000000000000E+03	  +1.9581558037647184E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4738002112081460E+01	
  +3.6390000000000000E+03	  +1.2962738961315318E+02	  +2.0000000000000000E+02	  +2.8961750758460017E+04	  +9.5066827848881076E+01	
  +3.6400000000000000E+03	  +1.6519259984126410E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5298191804309894E+01	
  +3.6410000000000000E+03	  +1.1065462953446192E+02	  +2.0000000000000000E+02	  +1.2595336510572857E+04	  +9.5624395034971641E+01	
  +3.6420000000000000E+03	  +9.9888108804953376E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5853420389204189E+01	
  +3.6430000000000000E+03	  +5.9860275816123284E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5590834612983784E+01	
  +3.6440000000000000E+03	  +2.8742332492003268E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5327879228148433E+01	
  +3.6450000000000000E+03	  +2.4550000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5066444378376602E+01	
  +3.6460000000000000E+03	  +2.3600000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4806053247019818E+01	
  +3.6470000000000000E+03	  +2.2650000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4546701670654556E+01	
  +3.6480000000000000E+03	  +2.1750000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4289794575336117E+01	
  +3.6490000000000000E+03	  +2.0950000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4033443644559213E+01	
  +3.6500000000000000E+03	  +2.0199999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3778114894676548E+01	
  +3.6510000000000000E+03	  +1.9450000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3523804249815370E+01	
  +3.6520000000000000E+03	  +1.8699999999999996E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3270507650355142E+01	
  +3.6530000000000000E+03	  +1.7949999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3018221052862771E+01	
  +3.6540000000000000E+03	  +3.0331337186801566E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2766940430028058E+01	
  +3.6550000000000000E+03	  +5.8714549005788015E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2516661770599441E+01	
  +3.6560000000000000E+03	  +9.4693153692979678E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2267381079319904E+01	
  +3.6570000000000000E+03	  +1.0697005457426374E+02	  +2.0000000000000000E+02	  +1.1709044429730064E+04	  +9.2997447856208765E+01	
  +3.6580000000000000E+03	  +1.5352787379484215E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3558182805177040E+01	
  +3.6590000000000000E+03	  +1.2411473319837394E+02	  +2.0000000000000000E+02	  +2.5206115522265103E+04	  +9.4035836393761642E+01	
  +3.6600000000000000E+03	  +1.8561003208048899E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4388428715281734E+01	
  +3.6610000000000000E+03	  +1.2560532842781994E+02	  +2.0000000000000000E+02	  +2.5879558033754573E+04	  +9.4722800941239299E+01	
  +3.6620000000000000E+03	  +1.7184987520625415E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4959201611481035E+01	
  +3.6630000000000000E+03	  +1.2652453261254021E+02	  +2.0000000000000000E+02	  +2.6210132675239260E+04	  +9.5247524646860896E+01	
  +3.6640000000000000E+03	  +1.5206913237158201E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5445808099989009E+01	
  +3.6650000000000000E+03	  +1.0275208692906587E+02	  +2.0000000000000000E+02	  +5.8840861106185239E+03	  +9.5730504458160709E+01	
  +3.6660000000000000E+03	  +7.9555141665854165E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5925658209472246E+01	
  +3.6670000000000000E+03	  +5.9796599627757651E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5662784390140402E+01	
  +3.6680000000000000E+03	  +2.9283544052628674E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5399539901227868E+01	
  +3.6690000000000000E+03	  +2.3950000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5137817366787061E+01	
  +3.6700000000000000E+03	  +2.3200000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4877139509084273E+01	
  +3.6710000000000000E+03	  +2.2450000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4617502355240504E+01	
  +3.6720000000000000E+03	  +2.1750000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4360313985402342E+01	
  +3.6730000000000000E+03	  +2.1100000000000005E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4103681863551060E+01	
  +3.6740000000000000E+03	  +2.0550000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3848073043823206E+01	
  +3.6750000000000000E+03	  +2.0050000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3593483445875165E+01	
  +3.6760000000000000E+03	  +1.9550000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3339909005633444E+01	
  +3.6770000000000000E+03	  +1.9049999999999997E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3087345675229713E+01	
  +3.6780000000000000E+03	  +2.8534939792318969E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2835789422936216E+01	
  +3.6790000000000000E+03	  +6.0758176430454732E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2585236233101455E+01	
  +3.6800000000000000E+03	  +9.5234508463794185E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2335682106086054E+01	
  +3.6810000000000000E+03	  +9.8461769889270514E+01	  +2.0000000000000000E+02	  +4.5508492279676093E+03	  +9.3031162218664775E+01	
  +3.6820000000000000E+03	  +1.0862952662136001E+02	  +2.0000000000000000E+02	  +1.2069391654960791E+04	  +9.4226911281311331E+01	
  +3.6830000000000000E+03	  +1.6841263986142209E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4525402721862946E+01	
  +3.6840000000000000E+03	  +1.2864530212430333E+02	  +2.0000000000000000E+02	  +2.8373469062576052E+04	  +9.4786747157028785E+01	
  +3.6850000000000000E+03	  +1.6077532095815667E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4962751017017268E+01	
  +3.6860000000000000E+03	  +1.2839076594504752E+02	  +2.0000000000000000E+02	  +2.7842165352464039E+04	  +9.5166224951653675E+01	
  +3.6870000000000000E+03	  +1.5203838538028188E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5295759724051237E+01	
  +3.6880000000000000E+03	  +9.4443898824920879E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5035397579614283E+01	
  +3.6890000000000000E+03	  +8.7079661161649128E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4776073610497477E+01	
  +3.6900000000000000E+03	  +9.1197336682873669E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4517783677051412E+01	
  +3.6910000000000000E+03	  +5.9693749419101792E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4260523656133259E+01	
  +3.6920000000000000E+03	  +2.9383544052628672E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4002888495503527E+01	
  +3.6930000000000000E+03	  +2.4000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3746747204298657E+01	
  +3.6940000000000000E+03	  +2.2999999999999996E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3491628582793666E+01	
  +3.6950000000000000E+03	  +2.1950000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3237528478775801E+01	
  +3.6960000000000000E+03	  +2.0900000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2985836498849125E+01	
  +3.6970000000000000E+03	  +1.9849999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2734685007093759E+01	
  +3.6980000000000000E+03	  +1.8699999999999996E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2484534963843572E+01	
  +3.6990000000000000E+03	  +1.7500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2235382375894744E+01	
  +3.7000000000000000E+03	  +1.6300000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.1987223265966009E+01	
  +3.7010000000000000E+03	  +1.5100000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.1740053672635199E+01	
  +3.7020000000000000E+03	  +2.4912398106862657E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.1493869650276110E+01	
  +3.7030000000000000E+03	  +5.5269866724951257E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.1248667268995362E+01	
  +3.7040000000000000E+03	  +9.5359698759521791E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.1004442614569811E+01	
  +3.7050000000000000E+03	  +1.0609988548299339E+02	  +2.0000000000000000E+02	  +1.2045541603136322E+04	  +9.1725730825312809E+01	
  +3.7060000000000000E+03	  +1.6846693711012105E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2279760575715073E+01	
  +3.7070000000000000E+03	  +1.2984659808434742E+02	  +2.0000000000000000E+02	  +3.1066060267586468E+04	  +9.2774927120640427E+01	
  +3.7080000000000000E+03	  +2.0050121459591793E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3142260653795063E+01	
  +3.7090000000000000E+03	  +1.3449050373146162E+02	  +2.0000000000000000E+02	  +3.4322313136331599E+04	  +9.3533089487629169E+01	
  +3.7100000000000000E+03	  +2.0009716547867950E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3815934823339902E+01	
  +3.7110000000000000E+03	  +1.2777399154195774E+02	  +2.0000000000000000E+02	  +2.8141304568175099E+04	  +9.4192482510722527E+01	
  +3.7120000000000000E+03	  +1.6813957789634296E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4463062187640375E+01	
  +3.7130000000000000E+03	  +1.0385599765628905E+02	  +2.0000000000000000E+02	  +7.5444806682990738E+03	  +9.4853037431588476E+01	
  +3.7140000000000000E+03	  +8.9016713124967993E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5134324345551946E+01	
  +3.7150000000000000E+03	  +5.5033670562774816E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4874605913072884E+01	
  +3.7160000000000000E+03	  +2.6608956552240866E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4614521416545557E+01	
  +3.7170000000000000E+03	  +1.9550000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4355940553195552E+01	
  +3.7180000000000000E+03	  +1.8800000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4098391902419849E+01	
  +3.7190000000000000E+03	  +1.8050000000000004E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3841871513364012E+01	
  +3.7200000000000000E+03	  +1.7300000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3587770180707736E+01	
  +3.7210000000000000E+03	  +1.6900000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3334218521699853E+01	
  +3.7220000000000000E+03	  +1.6850000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3081677881691434E+01	
  +3.7230000000000000E+03	  +1.6750000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2830144229316943E+01	
  +3.7240000000000000E+03	  +1.6699999999999996E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2579613549285625E+01	
  +3.7250000000000000E+03	  +1.6650000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2330081842317441E+01	
  +3.7260000000000000E+03	  +2.6866951209097763E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2081545125079131E+01	
  +3.7270000000000000E+03	  +5.8392120807834338E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.1833999430120755E+01	
  +3.7280000000000000E+03	  +9.6043250440707780E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.1587440805812264E+01	
  +3.7290000000000000E+03	  +1.0272415203813021E+02	  +2.0000000000000000E+02	  +8.6681473438610901E+03	  +9.2380300792472582E+01	
  +3.7300000000000000E+03	  +1.5326710196825445E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2992077949349635E+01	
  +3.7310000000000000E+03	  +1.2769992561891360E+02	  +2.0000000000000000E+02	  +2.8635316792155492E+04	  +9.3528903193907041E+01	
  +3.7320000000000000E+03	  +1.9831293345537253E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3929915618403413E+01	
  +3.7330000000000000E+03	  +1.3652826508643088E+02	  +2.0000000000000000E+02	  +3.5374869464201351E+04	  +9.4314817038457903E+01	
  +3.7340000000000000E+03	  +1.9781737798269523E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4592553111135473E+01	
  +3.7350000000000000E+03	  +1.3009875910309819E+02	  +2.0000000000000000E+02	  +2.9473072193986845E+04	  +9.4928028561347773E+01	
  +3.7360000000000000E+03	  +1.7050010340018900E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5164863434471016E+01	
  +3.7370000000000000E+03	  +1.0781684666959973E+02	  +2.0000000000000000E+02	  +1.0324656519784054E+04	  +9.5496254163890825E+01	
  +3.7380000000000000E+03	  +1.0175935916146020E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5729555071348884E+01	
  +3.7390000000000000E+03	  +6.0233529309398726E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5467463199172386E+01	
  +3.7400000000000000E+03	  +3.3033395336575801E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5205002017989514E+01	
  +3.7410000000000000E+03	  +2.4599999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4944058511343144E+01	
  +3.7420000000000000E+03	  +2.3600000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4684156806505996E+01	
  +3.7430000000000000E+03	  +2.2600000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4425292703203311E+01	
  +3.7440000000000000E+03	  +2.1550000000000004E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4168869011763860E+01	
  +3.7450000000000000E+03	  +2.0500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3913000262972133E+01	
  +3.7460000000000000E+03	  +1.9499999999999996E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3658151772408729E+01	
  +3.7470000000000000E+03	  +1.8449999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3404319471867268E+01	
  +3.7480000000000000E+03	  +1.7400000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3151499309363203E+01	
  +3.7490000000000000E+03	  +1.6350000000000005E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2899687249068904E+01	
  +3.7500000000000000E+03	  +2.5874832812586522E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2648879271249342E+01	
  +3.7510000000000000E+03	  +5.7149351991729311E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2399071372197881E+01	
  +3.7520000000000000E+03	  +9.8041388459727798E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2150259564172387E+01	
  +3.7530000000000000E+03	  +1.0670130150644262E+02	  +2.0000000000000000E+02	  +1.1576878488911885E+04	  +9.2886410708218406E+01	
  +3.7540000000000000E+03	  +1.6865865094426866E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3452142350122429E+01	
  +3.7550000000000000E+03	  +1.2433913851577840E+02	  +2.0000000000000000E+02	  +2.5476547659948756E+04	  +9.3937530329682033E+01	
  +3.7560000000000000E+03	  +1.9213418964186670E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4296463354775312E+01	
  +3.7570000000000000E+03	  +1.3439093884450406E+02	  +2.0000000000000000E+02	  +3.3310529953001671E+04	  +9.4640903101065305E+01	
  +3.7580000000000000E+03	  +1.9160876044423520E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4885540335717863E+01	
  +3.7590000000000000E+03	  +1.2341600232959053E+02	  +2.0000000000000000E+02	  +2.3654968649213188E+04	  +9.5188116113345671E+01	
  +3.7600000000000000E+03	  +1.6620095129255114E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5398039024214697E+01	
  +3.7610000000000000E+03	  +1.0835037696483083E+02	  +2.0000000000000000E+02	  +1.0601449850745092E+04	  +9.5699482154872484E+01	
  +3.7620000000000000E+03	  +1.0184073758541739E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5908297150825632E+01	
  +3.7630000000000000E+03	  +5.9648907027373070E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5645492557466156E+01	
  +3.7640000000000000E+03	  +3.2135771343535708E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5382317700734760E+01	
  +3.7650000000000000E+03	  +2.3250000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5120664678743324E+01	
  +3.7660000000000000E+03	  +2.2150000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4860056274577971E+01	
  +3.7670000000000000E+03	  +2.1050000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4600488293205359E+01	
  +3.7680000000000000E+03	  +1.9950000000000006E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4343367260304035E+01	
  +3.7690000000000000E+03	  +1.9000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4086802712299900E+01	
  +3.7700000000000000E+03	  +1.8199999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3831261196973358E+01	
  +3.7710000000000000E+03	  +1.7400000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3576738635055193E+01	
  +3.7720000000000000E+03	  +1.6599999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3323230963541960E+01	
  +3.7730000000000000E+03	  +1.5749999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.3070734135631227E+01	
  +3.7740000000000000E+03	  +2.5380911296101999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2819244120656833E+01	
  +3.7750000000000000E+03	  +5.3922394855780624E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.2568756904024639E+01	
  +3.7760000000000000E+03	  +9.6493686276805093E+01	  +2.0000000000000000E+02	  +2.7792724196521090E+03	  +9.3177132076742907E+01	
  +3.7770000000000000E+03	  +1.0528268194094261E+02	  +2.0000000000000000E+02	  +9.1398611184701167E+03	  +9.4375926429641751E+01	
  +3.7780000000000000E+03	  +1.4439868727797065E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.4643733171682797E+01	
  +3.7790000000000000E+03	  +1.1924770502288517E+02	  +2.0000000000000000E+02	  +2.0428701676618370E+04	  +9.4869779394462299E+01	
  +3.7800000000000000E+03	  +2.0190780140571633E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5016972833602466E+01	
  +3.7810000000000000E+03	  +1.3655289584484319E+02	  +2.0000000000000000E+02	  +3.4663288300500324E+04	  +9.5188589996990785E+01	
  +3.7820000000000000E+03	  +1.9203300204092602E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5292160962484914E+01	
  +3.7830000000000000E+03	  +1.2933182910736244E+02	  +2.0000000000000000E+02	  +2.8362949744708501E+04	  +9.5485827025371393E+01	
  +3.7840000000000000E+03	  +1.6245923002893181E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.5606865566744091E+01	
  +3.7850000000000000E+03	  +1.0265979956846100E+02	  +2.0000000000000000E+02	  +5.7111379554532259E+03	  +9.5844599144292474E+01	
  +3.7860000000000000E+03	  +9.3755852915046901E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.6001429978283227E+01	
